sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
975,08f2b993019165420338c973fb83c826,796,MbeCFyquZ9stzXSrrSXEgg,0.4272,tie,0.48,0.48,south beach tanning company,south beach tanning company,acme screening room,tie,0.0,0.0,"['tanning_salon', 'beauty_salon']","['spray_tanning', 'tanning_bed', 'tanning_salon', 'beauty_and_spa']","['arts_&_entertainment', 'performing_arts', 'cinema']",tie,0.3480000000000001,0.3480000000000001,"{'address': '2186 empire blvd', 'city': 'webster', 'state': 'NY', 'postal_code': '14580'}","{'address': '2186 empire blvd', 'city': 'webster', 'state': 'NY', 'postal_code': '14580'}","{'address': '25 s union st', 'city': 'lambertville', 'state': 'NJ', 'postal_code': '08530'}"
977,08f28d559965c49d037360e0cf9c144e,29606,qbh_Xg-wfgk_qINdyApMag,0.3084,tie,0.27,0.27,evergreen middle school,evergreen middle school,valvoline instant oil change,tie,0.0,0.0,"['middle_school', 'high_school']","['middle_school', 'school', 'education']","['oil_change_stations', 'automotive']",tie,0.366,0.366,"{'address': '6900 208th ave ne', 'city': 'redmond', 'state': 'WA', 'postal_code': '98053'}","{'address': '6900 208th ave ne', 'city': 'redmond', 'state': 'WA', 'postal_code': '98053'}","{'address': '325 ne myra road', 'city': 'college place', 'state': 'WA', 'postal_code': '99324'}"
978,1407374888040519,729,ZY4R4YD3uGmzyECzEdr1rg,0.4832,tie,0.62,0.62,delta management,delta management,project management academy,tie,0.0,0.0,['property_management'],['property_management'],"['tutoring_centers', 'specialty_schools', 'test_preparation', 'adult_education', 'education']",non_base,0.278,0.262,"{'address': '805 3rd ave 1100', 'city': 'new york', 'state': 'NY', 'postal_code': '10022'}","{'address': '805 3rd ave ste 1100', 'city': 'new york', 'state': 'NY', 'postal_code': '10022'}","{'address': 'hampton by hilton north carmel, 12197 n meridian st', 'city': 'carmel', 'state': 'IN', 'postal_code': '46032'}"
979,1407374884715009,19,ROeacJQwBeh05Rqg7F6TCg,0.6052,tie,0.8,0.8,bp,bp,bap,tie,0.0,0.0,"['gas_station', 'automotive']","['gas_station', 'automotive']","['korean', 'restaurants']",base,0.253,0.313,"{'address': 's 10th st 2705', 'city': 'manitowoc', 'state': 'WI', 'postal_code': '54220'}","{'address': '2705 s 10th st', 'city': 'manitowoc', 'state': 'WI', 'postal_code': '54220'}","{'address': '1224 south st', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19147'}"
981,1125899911310271,9101,em474WuTw7-OkhPfX4EohA,0.256,tie,0.18,0.18,athleta,athleta,ihop,tie,0.0,0.0,"[""women's_clothing_store"", 'sports_wear', 'clothing_store', 'retail']","[""women's_clothing_store"", 'sports_wear', 'clothing_store', 'retail']","['breakfast_&_brunch', 'coffee_&_tea', 'food', 'american_(new)', 'diners', 'restaurants', 'american_(traditional)', 'burgers']",tie,0.37000000000000005,0.37000000000000005,"{'address': '19 town square blvd ste 150', 'city': 'asheville', 'state': 'NC', 'postal_code': '28803'}","{'address': '19 town square blvd ste 150', 'city': 'asheville', 'state': 'NC', 'postal_code': '28803'}","{'address': '702 blowing rock rd', 'city': 'boone', 'state': 'NC', 'postal_code': '28607'}"
982,562949955151694,34661,Zo2tRIvtAfoENtbw2USoYg,0.448,tie,0.4,0.4,wells fargo,wells fargo bank,2400 briarwest,tie,0.0,0.0,['bank_credit_union'],['bank_credit_union'],"['real_estate', 'home_services', 'apartments']",tie,0.52,0.52,"{'address': '2301 kell blvd', 'city': 'wichita falls', 'state': 'TX', 'postal_code': '76308'}","{'address': '2301 kell blvd', 'city': 'wichita falls', 'state': 'TX', 'postal_code': '76308'}","{'address': '2400 briarwest blvd', 'city': 'houston', 'state': 'TX', 'postal_code': '77077'}"
983,08f26628d08d4a2d030c4dc286d4b250,37791,VgbpGgHQ1LgXY5sOSldJGw,0.5848,base,0.29,0.7,little jewels - evergreen,little jewels learning center,five star learning center,tie,0.0,0.0,"['day_care_preschool', 'home_service', 'preschool']","['preschool', 'child_care_and_day_care', 'school', 'education']","['child_care_&_day_care', 'local_services']",tie,0.41200000000000003,0.41200000000000003,"{'address': '1730 evergreen blvd', 'city': 'normal', 'state': 'IL', 'postal_code': '61761'}","{'address': '1730 evergreen blvd', 'city': 'normal', 'state': 'IL', 'postal_code': '61761'}","{'address': '7334 state rt 162', 'city': 'troy', 'state': 'IL', 'postal_code': '62294'}"
984,1125899912397985,9101,em474WuTw7-OkhPfX4EohA,0.28400000000000003,tie,0.17,0.17,manpower,manpower,ihop,tie,0.0,0.0,['employment_agencies'],['employment_agencies'],"['breakfast_&_brunch', 'coffee_&_tea', 'food', 'american_(new)', 'diners', 'restaurants', 'american_(traditional)', 'burgers']",tie,0.455,0.455,"{'address': '8210 university executive park dr ste 140', 'city': 'charlotte', 'state': 'NC', 'postal_code': '28262'}","{'address': '8210 university executive park dr ste 140', 'city': 'charlotte', 'state': 'NC', 'postal_code': '28262'}","{'address': '702 blowing rock rd', 'city': 'boone', 'state': 'NC', 'postal_code': '28607'}"
985,1407374887579064,27,tMkwHmWFUEXrC9ZduonpTg,0.44880000000000003,tie,0.5,0.5,graig sanders pa-c,graig sanders pa-c,green pheasant,tie,0.0,0.0,"['cardiologist', 'doctor', 'health_and_medical']","['cardiologist', 'doctor', 'health_and_medical']","['restaurants', 'japanese', 'seafood']",tie,0.3720000000000001,0.3720000000000001,"{'address': '1591 boston post rd ste 200', 'city': 'guilford', 'state': 'CT', 'postal_code': '06437'}","{'address': '1591 boston post rd ste 200', 'city': 'guilford', 'state': 'CT', 'postal_code': '06437'}","{'address': '215 1st ave s', 'city': 'nashville', 'state': 'TN', 'postal_code': '37201'}"
986,08f60a25956e9c32031dace863eb567d,13527,5BoU9cJU4wWOUx7uvD8mKw,0.35960000000000003,tie,0.24,0.24,13214343,13214343,barre 101,tie,0.0,0.0,[],[],"['active_life', 'barre_classes', 'fitness_&_instruction']",tie,0.539,0.539,"{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '761 chapala st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
987,08f2a36c0344bc820337ca0f2e8822f2,19,ROeacJQwBeh05Rqg7F6TCg,0.5691999999999999,base,0.31,0.8,bp america,bp,bap,tie,0.0,0.0,"['gas_station', 'convenience_store', 'energy_company']","['gas_station', 'automotive']","['korean', 'restaurants']",tie,0.22299999999999998,0.22299999999999998,"{'address': '36 main st', 'city': 'lincoln', 'state': 'NH', 'postal_code': '03251'}","{'address': '36 main st', 'city': 'lincoln', 'state': 'NH', 'postal_code': '03251'}","{'address': '1224 south st', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19147'}"
990,08f44133b449485303f4c71023394f21,1136,Iy7_m8lKcE3dxtljcCsoJg,0.5012,non_base,0.49,0.46,coastal paper and chemical supply,coastal paper & chemical supply,turkey creek animal hospital,tie,0.0,0.0,"['office_equipment', 'chemical_plant', 'janitorial_services']","['office_equipment', 'janitorial_services', 'cleaning_services', 'retail']","['veterinarians', 'pets']",tie,0.518,0.518,"{'address': '864 se 46th ln', 'city': 'cape coral', 'state': 'FL', 'postal_code': '33904'}","{'address': '864 se 46th ln', 'city': 'cape coral', 'state': 'FL', 'postal_code': '33904'}","{'address': '4645 us hwy 92 w', 'city': 'plant city', 'state': 'FL', 'postal_code': '33563'}"
992,1125899912956549,3856,CJ8WEpt2fHLJ_MfpeYEeTg,0.4776,tie,0.44,0.44,digital diagnosis marketing,digital diagnosis marketing,keystone farmers market,tie,0.0,0.0,['marketing_agency'],['marketing_agency'],"['specialty_food', 'farmers_market', 'fruits_&_veggies', 'food']",tie,0.534,0.534,"{'address': '4600 summerlin rd', 'city': 'fort myers', 'state': 'FL', 'postal_code': '33919'}","{'address': '4600 summerlin rd', 'city': 'fort myers', 'state': 'FL', 'postal_code': '33919'}","{'address': '12615 tarpon springs rd', 'city': 'odessa', 'state': 'FL', 'postal_code': '33556'}"
993,2251799819434396,2498,SDuso-KRP-gkOqiyNEwd2w,0.4852,base,0.2,0.23,clifton and lewis insurance group,clifton and lewis insurance,awe for pets sake,tie,0.0,0.0,"['auto_insurance', 'home_and_rental_insurance']","['auto_insurance', 'home_and_rental_insurance']","['pet_services', 'pet_groomers', 'pets']",tie,0.868,0.868,"{'address': '38232 5th ave', 'city': 'zephyrhills', 'state': 'FL', 'postal_code': '33542'}","{'address': '38232 5th ave', 'city': 'zephyrhills', 'state': 'FL', 'postal_code': '33542'}","{'address': '38133 12th ave', 'city': 'zephyrhills', 'state': 'FL', 'postal_code': '33542'}"
994,08f441e430da53ac03a387b92a35000d,952,TLYSUOV-_aL33mAjH5SY9Q,0.458,tie,0.44,0.44,florida state inspectors,florida state inspectors,sonic transportation & logistics,non_base,0.2,0.0,"['home_inspector', 'professional_services']","['inspection_services', 'home_inspector']","['couriers_&_delivery_services', 'professional_services', 'local_services', 'taxidermy']",base,0.20400000000000001,0.485,"{'address': '5011 grobe st', 'city': '', 'state': '', 'postal_code': '34287'}","{'address': '5011 grobe st', 'city': 'north port', 'state': 'FL', 'postal_code': '34287'}","{'address': '5002 w nassau st', 'city': 'tampa', 'state': 'FL', 'postal_code': '33607'}"
995,08f2ab315180ab0e03d4e77b28c4d097,221,Dtuf4vD0znzwJW9vk3iTNw,0.5336,tie,0.78,0.78,shinto japanese steakhouse & sushi bar,shinto japanese steakhouse & sushi bar,tomo japanese steakhouse and sushi bar,tie,0.0,0.0,"['sushi_restaurant', 'steakhouse', 'japanese_restaurant']","['bar', 'asian_fusion_restaurant', 'pan_asian_restaurant', 'steakhouse', 'sushi_restaurant', 'restaurant']","['steakhouses', 'restaurants', 'sushi_bars', 'japanese']",tie,0.164,0.164,"{'address': '17070 pearl rd', 'city': 'strongsville', 'state': 'OH', 'postal_code': '44136'}","{'address': '17070 pearl rd', 'city': 'strongsville', 'state': 'OH', 'postal_code': '44136'}","{'address': '7411 n keystone ave, ste a', 'city': 'indianapolis', 'state': 'IN', 'postal_code': '46240'}"
996,08f26c869547195803b7bbd088f45018,32536,qw_eRqiGeYwsbTfkpd_Pqg,0.29200000000000004,tie,0.19,0.19,chick-fil-a,chick-fil-a,southern luxe beauty,tie,0.0,0.0,"['fast_food_restaurant', 'chicken_restaurant', 'restaurant']","['fast_food_restaurant', 'restaurant']","['beauty_&_spas', 'makeup_artists', 'hair_salons', 'hair_stylists']",tie,0.44500000000000006,0.44500000000000006,"{'address': '1002 keller pkwy', 'city': 'keller', 'state': 'TX', 'postal_code': '76248'}","{'address': '1002 keller pkwy', 'city': 'keller', 'state': 'TX', 'postal_code': '76248'}","{'address': '31 eagles ct', 'city': 'mount juliet', 'state': 'TX', 'postal_code': '37122'}"
997,08f121ba1a6ed7b103673c4bbcf8bf73,6424,UqMcnY7B2WbvkC7DDnTCDw,0.5468,tie,0.57,0.57,bannister gp kia,bannister gp kia,villa bistro,tie,0.0,0.0,"['auto_parts_and_supply_store', 'auto_body_shop', 'automotive']","['auto_parts_and_supply_store', 'auto_body_shop', 'automotive', 'retail']","['pizza', 'breakfast_&_brunch', 'modern_european', 'restaurants', 'italian']",tie,0.512,0.512,"{'address': '11806 99 ave', 'city': 'grande prairie', 'state': 'AB', 'postal_code': 'T8W 0C7'}","{'address': '11806 99 ave', 'city': 'grande prairie', 'state': 'AB', 'postal_code': 'T8W 0C7'}","{'address': '11520 100 avenue', 'city': 'edmonton', 'state': 'AB', 'postal_code': 'T5K 0J7'}"
998,08f2aa86b586910c0373eccaa109df1d,778,k6NkyANDoAMSNpa9_VD8IQ,0.446,non_base,0.47,0.38,buckman road kindercare,buckman rd kindercare,rosa mezcal,tie,0.0,0.0,"['preschool', 'day_care_preschool', 'home_service']","['preschool', 'child_care_and_day_care', 'school', 'education']","['restaurants', 'mexican']",tie,0.41000000000000003,0.41000000000000003,"{'address': '4287 buckman rd', 'city': 'alexandria', 'state': 'VA', 'postal_code': '22309'}","{'address': '4287 buckman rd', 'city': 'alexandria', 'state': 'VA', 'postal_code': '22309'}","{'address': '1814 magazine st', 'city': 'new orleans', 'state': 'LA', 'postal_code': '70130'}"
999,1125899911665302,44088,C_k12ohqzRrF0P9aJVwocQ,0.3284,base,0.18,0.34,walmart,walmart neighborhood market,travis darnell photography,tie,0.0,0.0,['restaurant'],"['department_store', 'retail']","['photographers', 'event_planning_&_services', 'professional_services']",tie,0.311,0.311,"{'address': '15240 e iliff ave', 'city': 'aurora', 'state': 'CO', 'postal_code': '80014'}","{'address': '15240 e iliff ave', 'city': 'aurora', 'state': 'CO', 'postal_code': '80014'}","{'address': '', 'city': 'denver', 'state': 'CO', 'postal_code': '80210'}"
1006,08f264d112a369ae0345476d0ce832cf,9086,srBsGpHMxuu8KSQcw7Pf8w,0.6944,non_base,0.68,0.35,st ann catholic church,st ann's catholic school,church's chicken,tie,0.0,0.0,"['catholic_church', 'church_cathedral', 'religious_organization']",['community_and_government_>_education'],"['fast_food', 'restaurants', 'breakfast_&_brunch', 'chicken_shop', 'chicken_wings']",non_base,0.716,0.708,"{'address': '5101 charlotte ave', 'city': 'nashville', 'state': 'TN', 'postal_code': '37209'}","{'address': '5105 charlotte', 'city': 'nashville', 'state': 'TN', 'postal_code': '37209'}","{'address': '3127 dickerson rd', 'city': 'nashville', 'state': 'TN', 'postal_code': '37207'}"
1009,08f29a1c23a8b0b1034c5de9e8b672ef,8926,sAm1uIb1eeQpYRPqqv2rHQ,0.5376000000000001,base,0.44,0.5,diamond jim's pawn shop,diamond jims pawn shop,san marcos high school,tie,0.0,0.0,"['pawn_shop', 'jewelry_store', 'flowers_and_gifts_shop']",[],"['middle_schools_&_high_schools', 'education']",tie,0.5940000000000001,0.5940000000000001,"{'address': '433 n lake ave', 'city': 'pasadena', 'state': 'CA', 'postal_code': '91101'}","{'address': '433 n lake ave', 'city': 'pasadena', 'state': 'CA', 'postal_code': '91101'}","{'address': '4750 hollister ave', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93110'}"
1010,08f27022da661146031df2517711075f,555,bdfZdB2MTXlT6-RBjSIpQg,0.4696,non_base,0.61,0.34,bitcoin depot,bitcoin depot - bitcoin atm,pho bistro,tie,0.0,0.0,"['atms', 'bank_credit_union', 'currency_exchange']","['business_and_professional_services_>_financial_service_>_banking_and_finance_>_atm', 'business_and_professional_services_>_financial_service_>_banking_and_finance_>_bank']","['food', 'restaurants', 'chinese', 'bubble_tea', 'vietnamese']",tie,0.259,0.259,"{'address': '1021 mcgregor st', 'city': 'winnipeg', 'state': 'MB', 'postal_code': 'R2V 3H4'}","{'address': '1021 mcgregor st', 'city': 'winnipeg', 'state': 'MB', 'postal_code': 'R2V 3H4'}","{'address': '903 embarcadero del norte', 'city': 'isla vista', 'state': 'CA', 'postal_code': '93117'}"
1016,08f489c0b06295730375f2ea0ebd5aed,32536,qw_eRqiGeYwsbTfkpd_Pqg,0.40080000000000005,tie,0.36,0.36,usaa atm,usaa atm,southern luxe beauty,tie,0.0,0.0,['atms'],['business_and_professional_services_>_financial_service_>_banking_and_finance_>_bank'],"['beauty_&_spas', 'makeup_artists', 'hair_salons', 'hair_stylists']",non_base,0.4620000000000001,0.42600000000000005,"{'address': '2921 pat booker rd', 'city': 'universal city', 'state': 'TX', 'postal_code': '78148'}","{'address': 'pat booker', 'city': 'universal city', 'state': 'TX', 'postal_code': '78147'}","{'address': '31 eagles ct', 'city': 'mount juliet', 'state': 'TX', 'postal_code': '37122'}"
1017,08f2aaa843ab441a03c3a2b3b4cca9fd,78,x9K0RfZaT_zlw6DklBDzjw,0.43879999999999997,tie,0.48,0.48,abw appliances ashburn showroom,abw appliances showroom ashburn,gavi italian restaurant,tie,0.0,0.0,"['appliance_store', 'retail']",['business_and_professional_services_>_home_improvement_service_>_home_service'],"['italian', 'restaurants']",non_base,0.377,0.32900000000000007,"{'address': '21750 red rum dr ste #167', 'city': 'ashburn', 'state': 'VA', 'postal_code': '20147'}","{'address': '21750 red rum dr #167', 'city': 'ashburn', 'state': 'VA', 'postal_code': '20147'}","{'address': '7401 n la cholla blvd, ste 146', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85707'}"
1019,08f2a94b5c82d0e903a60abf30eac71f,184,YD_eZ4TaFrHYRrJVzOXHfw,0.4828,tie,0.59,0.59,mercy health,mercy health,passport health,tie,0.0,0.0,"['otologist', 'doctor', 'hospital', 'health_and_medical']",['health_and_medicine_>_medical_center'],"['medical_centers', 'health_&_medical']",tie,0.32200000000000006,0.32200000000000006,"{'address': '218 s myrtle ave', 'city': 'willard', 'state': 'OH', 'postal_code': '44890'}","{'address': '218 s myrtle ave', 'city': 'willard', 'state': 'OH', 'postal_code': '44890'}","{'address': '1034 s brentwood blvd, ste 710', 'city': 'saint louis', 'state': 'MO', 'postal_code': '63117'}"
1020,08f29a841e29e50c03c9b490450ec826,968,3swM60bulnut1d4AZti80Q,0.5144,base,0.51,0.69,rocky hill mountain,rocky hill,rockabilly grill,tie,0.0,0.0,"['landmark_and_historical_building', 'mountain', 'farm']","['landmarks_and_outdoors_>_scenic_lookout', 'landmarks_and_outdoors_>_hiking_trail', 'landmarks_and_outdoors_>_mountain']","['nightlife', 'american_(new)', 'music_venues', 'restaurants', 'breakfast_&_brunch', 'arts_&_entertainment', 'bars', 'american_(traditional)', 'sports_bars', 'dive_bars', 'pool_halls']",base,0.1,0.251,"{'address': 'rocky hill drive', 'city': '', 'state': '', 'postal_code': '93221'}","{'address': 'rocky hill drive', 'city': 'exeter', 'state': 'CA', 'postal_code': '93221'}","{'address': '3700 n oracle rd', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85705'}"
1021,08f29ab815d8516a03dbfd500df59b6d,555,bdfZdB2MTXlT6-RBjSIpQg,0.5244,non_base,0.61,0.34,bitcoin depot,bitcoin depot - bitcoin atm,pho bistro,tie,0.0,0.0,"['atms', 'currency_exchange']",['business_and_professional_services_>_financial_service_>_banking_and_finance_>_atm'],"['food', 'restaurants', 'chinese', 'bubble_tea', 'vietnamese']",tie,0.3960000000000001,0.3960000000000001,"{'address': '7010 n west ave', 'city': 'fresno', 'state': 'CA', 'postal_code': '93711'}","{'address': '7010 n west ave', 'city': 'fresno', 'state': 'CA', 'postal_code': '93711'}","{'address': '903 embarcadero del norte', 'city': 'isla vista', 'state': 'CA', 'postal_code': '93117'}"
1023,08f4446420bb12c003a28fe9807b4a7d,4444,CuLjXvcxP_3_oKhSyq5UkA,0.7112,base,0.2,0.62,harrah's casino new orleans hours address,harrah's,spa aria,tie,0.0,0.0,"['casino', 'arts_and_entertainment', 'professional_services']","['arts_and_entertainment_>_casino', 'travel_and_transportation_>_lodging_>_hotel']","['makeup_artists', 'beauty_&_spas', 'skin_care', 'massage_therapy', 'day_spas', 'eyebrow_services', 'massage', 'health_&_medical', 'hotels_&_travel', 'health_retreats']",tie,0.848,0.848,"{'address': '228 poydras st', 'city': 'new orleans', 'state': 'LA', 'postal_code': '70130'}","{'address': '228 poydras st', 'city': 'new orleans', 'state': 'LA', 'postal_code': '70130'}","{'address': '214 royal st', 'city': 'new orleans', 'state': 'LA', 'postal_code': '70130'}"
1025,08f2814b413328ce033257fc7c3fa188,5074,tRpeP4jrqoR89dK2lXIClQ,0.4756,non_base,0.5,0.3,coinsource,coinsource bitcoin atm,carpinteria shores,tie,0.0,0.0,"['atms', 'bank_credit_union', 'convenience_store']",['business_and_professional_services_>_financial_service_>_banking_and_finance_>_atm'],"['hotels', 'hotels_&_travel', 'event_planning_&_services']",tie,0.439,0.439,"{'address': '1199 skyway', 'city': 'chico', 'state': 'CA', 'postal_code': '95928'}","{'address': '1199 skyway', 'city': 'chico', 'state': 'CA', 'postal_code': '95928'}","{'address': '4975 sandyland rd', 'city': 'carpinteria', 'state': 'CA', 'postal_code': '93013'}"
1030,08f44a908841cd9003dd047b9521fe51,391,j9Kaj_6tSeXmVMYCgZithg,0.5831999999999999,tie,0.7,0.7,barnes & noble,barnes & noble,noble crust,tie,0.0,0.0,"['bookstore', 'coffee_shop', 'shopping']","['retail_>_bookstore', 'dining_and_drinking_>_cafe,_coffee,_and_tea_house_>_coffee_shop']","['restaurants', 'italian', 'nightlife', 'southern', 'bars', 'breakfast_&_brunch', 'pizza']",non_base,0.40800000000000003,0.384,"{'address': '331 n alafaya trl', 'city': 'orlando', 'state': 'FL', 'postal_code': '32828'}","{'address': '481 n alafaya trl', 'city': 'orlando', 'state': 'FL', 'postal_code': '32828'}","{'address': '28330 paseo dr', 'city': 'wesley chapel', 'state': 'FL', 'postal_code': '33543'}"
1031,08f260d161082210032119df430bd0a0,258,wZhGuW7vQpfhxeEvLHkTrA,0.538,non_base,0.67,0.28,jiffy xpress,jiffy xpress godfather's pizza express,express cafe,tie,0.0,0.0,"['gas_station', 'shopping', 'convenience_store']",[],"['restaurants', 'breakfast_&_brunch']",non_base,0.34,0.196,"{'address': '290 highway 28', 'city': 'martensdale', 'state': 'IA', 'postal_code': '50160'}","{'address': '', 'city': 'martensdale', 'state': 'IA', 'postal_code': ''}","{'address': '400 e fairview ave', 'city': 'meridian', 'state': 'ID', 'postal_code': '83642'}"
1032,08f2a100d2c1e8dd03a76caaa6fa3b94,608,yFqq66GxRjnhZXPgjA6hnw,0.7016,tie,1.0,1.0,kfc,kfc,kfc,tie,0.0,0.0,"['fast_food_restaurant', 'chicken_restaurant', 'restaurant']","['dining_and_drinking_>_restaurant_>_fried_chicken_joint', 'dining_and_drinking_>_restaurant_>_fast_food_restaurant']","['restaurants', 'chicken_shop', 'fast_food', 'chicken_wings']",base,0.158,0.254,"{'address': '2 penn plz', 'city': 'new york', 'state': 'NY', 'postal_code': '10121'}","{'address': '1286 broadway', 'city': 'new york', 'state': 'NY', 'postal_code': '10001'}","{'address': '716 adams ave', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19124'}"
1033,08f2759aced4d4e303dbbf47b9bb881e,13650,RahAOpEPsGg3tIslXNR1Jw,0.512,non_base,0.52,0.42,wescott school,westcott school,scott inn,tie,0.0,0.0,"['elementary_school', 'school', 'public_school']",['community_and_government_>_education'],"['hotels', 'event_planning_&_services', 'hotels_&_travel']",tie,0.5,0.5,"{'address': '1820 western ave', 'city': 'northbrook', 'state': 'IL', 'postal_code': '60062'}","{'address': '1820 western ave', 'city': 'northbrook', 'state': 'IL', 'postal_code': '60062'}","{'address': '1510 beech st', 'city': 'scott afb', 'state': 'IL', 'postal_code': '62225'}"
1034,08f485bce896830e031993442737c993,9270,1gA55OrRqilUot7NBBsd0Q,0.5296000000000001,tie,0.56,0.56,spotless next - tile and carpet cleaning,spotless next carpet and tile cleaning,lynch brothers tile & grout cleaning,non_base,0.2857142857142857,0.0,"['tiling', 'carpet_cleaning']",['business_and_professional_services_>_home_improvement_service_>_home_service'],"['grout_services', 'local_services', 'home_cleaning', 'flooring', 'tiling', 'carpet_cleaning', 'home_services']",non_base,0.4840000000000001,0.41200000000000003,"{'address': '3031 s winsor ave', 'city': 'yuma', 'state': 'AZ', 'postal_code': '85365'}","{'address': '3031 south windsor avenue', 'city': 'yuma', 'state': 'AZ', 'postal_code': '85365'}","{'address': '601 s turquoise pl', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85710'}"
1037,08f2aae57264c5180369377f2f5e3d4a,1167,mwNRwT6Hh-8W_BjpIgaxVQ,0.5776,base,0.56,0.62,hamilton ruritan club 1646,hamilton ruritan club,hamilton animal hospital,tie,0.0,0.0,"['social_service_organizations', 'latin_american_restaurant', 'middle_eastern_restaurant']",['sports_and_recreation'],"['pets', 'veterinarians']",non_base,0.514,0.4620000000000001,"{'address': '4565 edenville rd', 'city': 'chambersburg', 'state': 'PA', 'postal_code': '17202'}","{'address': '4498 edenville rd', 'city': 'chambersburg', 'state': 'PA', 'postal_code': '17202'}","{'address': '1526 easton rd', 'city': 'roslyn', 'state': 'PA', 'postal_code': '19001'}"
1040,08f26ca313c502a9031d8fb25ecda7a4,97813,kEjAs-w4dN9W1n6jE7Tivg,0.38880000000000003,base,0.21,0.38,craig bagley,craig bagley - state farm insurance agent,residences at glenview reserve apartment homes,tie,0.0,0.0,['insurance_agency'],['business_and_professional_services_>_insurance_agency'],"['real_estate', 'home_services', 'apartments']",base,0.39,0.402,"{'address': '1916 martin dr', 'city': 'weatherford', 'state': 'TX', 'postal_code': '76086'}","{'address': '1916 martin dr ste 300', 'city': 'weatherford', 'state': 'TX', 'postal_code': '76086'}","{'address': '100 arbor creek blvd', 'city': 'nashville', 'state': 'TX', 'postal_code': '37217'}"
1041,08f48932e69a12dd03d5671400e23b78,32536,qw_eRqiGeYwsbTfkpd_Pqg,0.3952,tie,0.4,0.4,at&t store,at&t store,southern luxe beauty,tie,0.0,0.0,"['mobile_phone_accessories', 'mobile_phone_store', 'retail']","['retail_>_computers_and_electronics_retail_>_mobile_phone_store', 'business_and_professional_services_>_business_service']","['beauty_&_spas', 'makeup_artists', 'hair_salons', 'hair_stylists']",tie,0.388,0.388,"{'address': '104 shult dr ste a', 'city': 'columbus', 'state': 'TX', 'postal_code': '78934'}","{'address': '104 shult dr ste a', 'city': 'columbus', 'state': 'TX', 'postal_code': '78934'}","{'address': '31 eagles ct', 'city': 'mount juliet', 'state': 'TX', 'postal_code': '37122'}"
1045,08f464958698c96b0343cd929747dd7b,12258,bw90rjFL02A_8rVE34m5Lg,0.2732,tie,0.17,0.17,subway,subway,cosmetic solutions,tie,0.0,0.0,"['sandwich_shop', 'restaurant', 'fast_food_restaurant']","['dining_and_drinking_>_restaurant_>_sandwich_spot', 'dining_and_drinking_>_restaurant_>_fast_food_restaurant']","['cosmetic_surgeons', 'pizza', 'doctors', 'beauty_&_spas', 'nail_salons', 'cosmetics_&_beauty_supply', 'chiropractors', 'shopping', 'restaurants', 'health_&_medical']",base,0.36,0.42800000000000005,"{'address': '46-056 kamehameha hwy', 'city': 'kaneohe', 'state': 'HI', 'postal_code': '96744'}","{'address': '46-128 haiku rd', 'city': 'kaneohe', 'state': 'HI', 'postal_code': '96744'}","{'address': '1010 lula lula dr', 'city': 'lula lula', 'state': 'HI', 'postal_code': '90261'}"
1047,08f44ced4db28ab203f8d981f4da9abd,43,Kq51_lGAgAigqmENITTr-A,0.4708,non_base,0.53,0.4,pruitthealth,pruitthealth hospice gainesville,bala better health,tie,0.0,0.0,"['hospital', 'home_health_care', 'hospice']",[],"['health_&_medical', 'beauty_&_spas', 'laser_hair_removal', 'doctors', 'hair_removal', 'chiropractors', 'weight_loss_centers', 'sports_medicine', 'medical_spas', 'skin_care']",base,0.31800000000000006,0.382,"{'address': '2545 flintridge rd', 'city': 'gainesville', 'state': 'GA', 'postal_code': '30501'}","{'address': '2545 flintridge rd ste 110', 'city': 'gainesville', 'state': 'GA', 'postal_code': '30501'}","{'address': '2 bala plz, ste pl-11', 'city': 'bala cynwyd', 'state': 'PA', 'postal_code': '19004'}"
